750:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
754:17,302,58,654,616,518,542,8,138,289
756:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
757:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
758:81,780,3137,8511,2241,16404,262,5767,731,3423
763:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
773:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
774:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
775:17,616,302,654,58,8,84,542,518,650
782:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
784:17,616,542,81,58,103,518,654,32,302
793:17,8,616,787,518,245,15,654,302,61
803:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
813:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
815:1,2,30415,44870,83280,94813,79150,75219,99168,106354
817:17,58,654,302,616,542,285,861,101,8
818:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
823:3,1,2,30415,44870,83280,94813,79150,75219,99168
825:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
833:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
835:81,6491,76,17,2292,731,780,5767,70,18239
838:7,6,2,3,4,5,9,8,1,30415
844:1,2,3,5,4,30415,44870,83280,94813,79150
850:17,616,302,654,58,542,15,650,8,32
856:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
857:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
874:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
891:17,302,654,616,84,518,58,8,650,245
899:17,1389,1057,1119,245,327,736,8151,58,65
900:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
911:1730,10039,76,3568,17,787,2030,890,84,542
918:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
925:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
926:616,17,302,356,564,650,1349,568,1578,654
937:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
949:17,361,866,546,254,302,58,2139,358,654
964:4,5962,5053,18975,23622,28945,23230,698,41385,10048
970:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
977:17,1057,1119,8,616,8579,542,15,32,1410
981:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
982:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
984:168,5480,719,984,8860,1400,661,135,9874,1326
992:17,58,616,302,861,654,285,29,224,3234
993:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
998:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1000:17,289,650,302,354,94,363,402,508,61
1007:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1027:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1028:2,1,30415,44870,83280,94813,79150,75219,99168,106354
1044:3,2,1,30415,44870,83280,94813,79150,75219,99168
1045:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1049:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1068:17,616,654,302,542,518,58,84,8,508
1069:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1070:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
1082:17,302,654,616,58,15,238,76,1403,861
1083:17,58,302,616,15,654,554,542,8,787
1088:17,8,302,616,518,84,654,1102,58,542
1094:2,1,3,30415,44870,83280,94813,79150,75219,99168
1116:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1121:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1125:17,616,302,58,654,542,650,861,15,8
1127:17,616,518,86,3017,302,508,32,542,902
1132:245,17,94,353,616,518,1002,8973,8566,288
1133:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1140:866,254,1728,361,2139,1995,13420,8818,709,17
1141:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1148:17,58,616,542,302,654,518,8,15,564
1153:17,654,616,302,542,650,58,518,1511,1403
1163:2,1,30415,44870,83280,94813,79150,75219,99168,106354
1166:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1172:17,302,866,654,542,8,361,1511,1403,301
1192:17,29,58,302,616,654,1196,224,84,542
1204:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1208:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1209:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1234:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1236:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1245:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1263:17,226,81,70,8,931,5767,731,1050,564
1267:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
1269:17,616,302,654,518,8,58,542,32,245
1288:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1295:17,616,654,302,58,8,542,564,518,1102
1296:1,4,2,3,30415,44870,83280,94813,79150,75219
1302:17,302,654,616,58,84,8,518,564,542
1305:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1342:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1382:236,3448,10075,4203,8861,12253,8442,6673,8197,2708
1389:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
1391:17,616,302,542,654,58,518,15,8,245
1397:4513,245,6315,1002,710,441,400,3618,1744,508
1402:17,616,654,302,58,15,61,245,518,542
1405:17,654,302,616,15,61,58,542,564,356
1407:17,654,616,58,302,29,542,650,861,162
1408:4,5,3,2,1,30415,44870,83280,94813,79150
1409:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1412:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1413:17,616,542,518,15,61,58,8,302,245
1418:17,616,302,58,654,650,542,29,518,8
1419:81,17,70,616,226,654,354,508,8,1535
1420:616,542,17,58,302,518,654,8,15,364
1427:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
1430:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1431:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1435:17,616,302,8,654,518,542,61,245,32
1437:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1441:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1447:17,616,302,58,654,8,84,518,1102,542
1448:1730,10039,3568,5097,2265,890,866,17,76,361
1457:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1458:17,61,616,542,58,245,8,1987,1405,518
1469:17,654,58,302,616,650,15,542,564,8
1477:3,6,2,4,5,1,30415,44870,83280,94813
1486:17,616,302,542,58,654,15,8,245,508
1490:17,61,542,58,302,616,285,289,94,32
1491:654,17,302,58,616,15,518,101,289,650
1500:3,2,1,30415,44870,83280,94813,79150,75219,99168
1503:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1517:17,866,654,302,58,500,1651,542,289,616
1518:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1535:4671,2543,1011,17,11855,8427,4625,12861,616,17486
1551:5,3,2,4,1,30415,44870,83280,94813,79150
1552:616,654,302,17,542,58,61,1196,861,787
1553:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1559:3,2,1,30415,44870,83280,94813,79150,75219,99168
1560:1,2,30415,44870,83280,94813,79150,75219,99168,106354
1561:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1562:17,616,302,58,542,654,70,15,518,84
1569:3,2,1,30415,44870,83280,94813,79150,75219,99168
1570:17,302,616,654,58,8,518,650,542,29
1588:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1589:1,3,5,7,4,6,2,30415,44870,83280
1591:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
1601:5117,245,2200,1410,4268,103,4292,1987,17,472
1602:168,984,5480,8860,719,2103,661,463,1400,574
1629:17,302,654,58,866,616,29,84,354,361
1634:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1642:1,2,30415,44870,83280,94813,79150,75219,99168,106354
1653:2,3,9,4,5,6,7,8,1,30415
1654:17,616,302,58,654,542,8,32,518,564
1655:17,654,616,302,58,542,8,61,84,650
1668:17,616,58,302,654,542,8,518,15,32
1681:616,17,654,58,302,542,564,650,15,518
1703:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1721:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1727:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
1728:1119,1389,1057,17,8579,3233,245,1187,327,131
1745:17,302,616,58,654,542,15,32,29,61
1746:17,302,616,654,58,1405,84,8,29,2030
1751:17,616,302,58,654,542,32,61,15,861
1756:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1758:17,616,302,58,654,518,542,81,564,780
1761:616,302,654,58,17,224,542,32,650,62
1767:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1779:17,70,508,168,226,76,138,302,1535,1023
1780:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1783:17,302,654,616,84,1102,361,58,650,70
1787:17,616,58,654,302,542,518,8,650,564
1788:17,302,654,616,58,84,8,61,245,15
1794:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1796:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1803:1,2,30415,44870,83280,94813,79150,75219,99168,106354
1820:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1821:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1822:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1823:17,302,654,616,84,1102,58,8,76,322
1840:8,3,2,4,7,6,1,5,30415,44870
1841:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1842:236,17,4203,3448,302,654,12253,8197,899,11621
1850:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1853:2,1,30415,44870,83280,94813,79150,75219,99168,106354
1854:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1862:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1880:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1883:4,1,2,3,30415,44870,83280,94813,79150,75219
1890:17,302,654,616,58,542,650,15,29,8
1891:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1893:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1894:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1911:2,1,4,5,3,6,30415,44870,83280,94813
1912:17,302,70,616,1023,542,378,58,508,654
1913:17,616,542,302,58,654,508,15,518,8
1930:17,302,58,62,162,542,224,138,76,1220
1932:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1950:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
1951:17,616,58,302,542,518,8,32,564,654
1952:17,616,654,58,302,542,32,364,508,518
2005:3,1,2,30415,44870,83280,94813,79150,75219,99168
2017:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2025:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2030:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2034:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2038:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2046:493,147,2535,6868,2615,1822,10121,1811,7477,6511
2058:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2068:616,17,58,302,654,542,15,32,61,861
2070:616,17,302,62,58,654,4032,542,8,15
2071:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2072:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2074:17,302,616,58,542,654,518,15,70,61
2075:17,654,302,58,616,542,29,15,8,518
2076:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2077:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2080:2,3,1,30415,44870,83280,94813,79150,75219,99168
2085:616,58,17,654,302,15,8,542,32,650
2097:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2112:3,7,8,2,4,5,6,1,30415,44870
2115:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2116:1,2,30415,44870,83280,94813,79150,75219,99168,106354
2123:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2135:17,616,302,58,654,542,650,15,518,32
2141:17,496,947,6545,2302,245,1471,1511,146,1405
2147:17,654,58,616,302,542,15,61,518,101
2154:3,2,1,30415,44870,83280,94813,79150,75219,99168
2160:17,654,616,302,58,542,29,15,518,84
2162:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2170:3,2,4,5,6,1,30415,44870,83280,94813
2177:2162,899,875,1187,48,6450,6945,4420,1119,14370
2184:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2185:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2187:17,616,302,654,58,32,15,508,8,61
2211:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2223:17,245,518,15,542,302,616,654,1382,94
2243:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2244:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2247:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2250:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2253:17,654,302,616,58,518,15,542,866,564
2260:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
2261:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
2262:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2290:654,17,58,616,15,8,554,84,61,302
2291:1023,1382,834,3162,103,15,472,18593,1987,5117
2293:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2301:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2302:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
2304:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2318:17,616,654,58,302,542,861,15,518,564
2325:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2335:17,616,58,302,654,542,15,861,62,518
2343:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2346:1,2,4,3,30415,44870,83280,94813,79150,75219
2347:3476,226,15,535,1511,70,353,131,1405,8
2348:616,302,17,654,58,29,15,861,542,650
2362:1,3,2,5,4,30415,44870,83280,94813,79150
2363:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2364:61,17,616,8,58,518,245,2583,6527,654
2369:17,58,616,302,654,15,224,650,542,245
2373:654,17,302,616,542,58,866,84,518,29
2381:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2382:17,616,302,86,3017,518,15,8,32,542
2384:3,2,1,30415,44870,83280,94813,79150,75219,99168
2385:2,1,30415,44870,83280,94813,79150,75219,99168,106354
2392:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2393:17,616,302,654,58,61,76,301,29,1535
2394:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2395:17,616,654,518,302,58,542,8,32,101
2399:17,302,654,58,616,84,1102,29,8,354
2405:5,6,4,3,2,1,30415,44870,83280,94813
2407:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2408:17,616,542,58,518,302,654,61,8,15
2419:17,2935,564,542,891,8,616,518,508,245
2429:17,616,58,654,302,8,518,61,84,245
2447:17,616,654,302,58,518,542,8,84,564
2452:17,616,302,654,564,8,15,364,58,542
2453:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2454:5,6,2,3,4,1,30415,44870,83280,94813
2456:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
2461:17,58,302,654,650,616,62,8,1405,508
2464:17,654,302,616,58,245,518,508,84,29
2465:2,1,30415,44870,83280,94813,79150,75219,99168,106354
2469:2900,31995,10929,11792,19893,17158,10309,576,8837,24096
2489:4,1,2,3,5,30415,44870,83280,94813,79150
2491:17,616,58,302,654,542,15,518,61,32
2499:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2500:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
2501:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2505:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2510:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2515:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2518:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
2520:17,616,302,58,654,564,542,8,1196,861
2521:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2524:17,616,654,302,58,542,8,518,15,32
2536:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2541:1,4,3,2,30415,44870,83280,94813,79150,75219
2547:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2553:899,1187,2162,875,48,1119,245,17,496,1471
2558:17,616,58,302,8,654,518,15,542,650
2560:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2563:6,5,7,4,3,2,1,30415,44870,83280
2573:302,58,17,654,94,616,650,15,29,61
2591:616,17,302,654,58,6759,1140,29,518,162
2596:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
2597:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
2601:168,719,1528,801,8860,5480,984,297,760,1124
2604:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2611:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2612:616,17,518,15,542,302,94,1382,245,8
2615:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2625:654,302,17,616,76,726,8,84,62,58
2626:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
2634:17,302,654,616,58,32,518,8,1023,15
2636:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2639:1,4,3,2,30415,44870,83280,94813,79150,75219
2650:17,302,58,616,654,542,518,8,289,76
2661:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2663:7,3,1,6,5,4,2,30415,44870,83280
2666:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2676:2,1,30415,44870,83280,94813,79150,75219,99168,106354
2689:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
2693:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2708:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2709:17,654,302,58,616,76,650,542,289,840
2713:17,616,58,654,302,542,15,32,61,564
2715:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2716:6,2,3,4,5,1,30415,44870,83280,94813
2727:3,2,1,30415,44870,83280,94813,79150,75219,99168
2730:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2731:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2734:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2735:17,302,58,616,654,542,15,29,650,1196
2737:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
2745:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2746:17,616,302,654,58,8,542,518,650,564
2748:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2756:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2760:1187,17,899,518,2162,616,245,542,48,302
2776:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2799:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
2802:2543,4671,1011,9189,12861,17486,11855,8427,19152,203
2803:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2804:17,616,542,58,8,518,654,302,861,508
2805:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2812:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2815:616,564,654,302,58,17,542,76,1196,32
2827:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2831:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2846:17,302,58,654,518,616,542,245,8,787
2848:76,17,3484,58,698,616,2139,654,542,302
2853:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2854:17,25911,36745,8,486,518,61,508,58,302
2857:17,616,654,302,58,8,518,542,32,61
2858:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2861:17,58,15,29,486,650,654,62,616,61
2871:17,8,2026,554,58,302,616,518,398,564
2907:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2912:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2914:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2924:17,302,58,616,654,542,650,15,32,61
2925:17,58,616,61,654,15,542,302,8,32
2947:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2951:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2959:302,17,616,654,58,29,8,518,61,15
2960:2,1,30415,44870,83280,94813,79150,75219,99168,106354
2963:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2965:398,24211,4126,2447,4941,3180,11641,5598,16155,13388
2967:2,4,3,5,1,30415,44870,83280,94813,79150
2970:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2977:984,5557,18240,135,5117,6097,1987,542,245,1410
2981:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
2989:17,302,1187,899,654,616,8,542,58,378
2990:4755,3107,10041,1352,2880,4825,3172,1527,1712,6434
3002:11859,168,719,661,984,1326,9783,2103,13567,1400
3004:17,616,18,650,14035,7905,1245,518,224,8
3011:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
3013:17,616,8,302,654,245,15,58,518,542
3037:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
3038:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
3044:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
3070:1,2,30415,44870,83280,94813,79150,75219,99168,106354
3081:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
3100:58,302,15,616,633,654,17,32,6,94
3102:302,17,616,654,58,8,61,518,76,94
3105:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
3107:1,7,6,5,4,3,2,30415,44870,83280
3110:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
3111:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
3113:5,3,2,4,7,6,1,30415,44870,83280
3121:1,30415,44870,83280,94813,79150,75219,99168,106354,103523
3125:17,354,15,61,301,58,616,654,1023,542
3126:17,302,654,616,58,84,899,354,542,70
3129:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
3139:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
3144:17,616,302,58,654,8,650,76,29,542
3152:30415,44870,83280,94813,79150,75219,99168,106354,103523,43559
